term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 270.5881670722552 1.6970518903563119 
logo_asm 	 811.7645012167656 1.3024708181359559 
gif 	 34.903742746697915 1.8361136826702797 
subject 	 535.7463308349732 1.3024708181359559 
index 	 131.7626393249671 1.5775713274839733 
anthropology 	 805.9654139009782 1.3024708181359559 
ant 	 811.7645012167656 1.3024708181359559 
idx 	 42.724447432461346 1.9451724439696116 
html 	 7.93757586356194 1.964923300063379 
architecture 	 777.7742844262332 1.3024708181359559 
arc 	 383.4275350458051 1.5775713274839733 
art 	 342.96752308057467 1.5775713274839733 
black 	 100.04389447017755 1.8578621242162927 
studies 	 216.39884178012994 1.6970518903563119 
blk 	 811.7645012167656 1.3024708181359559 
stu 	 811.7645012167656 1.3024708181359559 
business 	 550.7100540647383 1.3024708181359559 
bus 	 772.2900841011628 1.3024708181359559 
ecology 	 805.9654139009782 1.3024708181359559 
eco 	 805.9654139009782 1.3024708181359559 
economics 	 766.8550700916102 1.3024708181359559 
ecn 	 805.9654139009782 1.3024708181359559 
education 	 658.1744673261851 1.3024708181359559 
edu 	 662.7138143940546 1.3024708181359559 
film 	 750.8365163083079 1.3024708181359559 
flm 	 811.7645012167656 1.3024708181359559 
gen 	 145.00907799410348 1.8065074965858805 
healthcare 	 800.2212950645247 1.3024708181359559 
med 	 397.2655562062611 1.5775713274839733 
history 	 133.45748420181934 1.8065074965858805 
law 	 253.44186657374246 1.5775713274839733 
linguistics 	 800.2212950645247 1.3024708181359559 
lin 	 794.5311124125222 1.3024708181359559 
literature 	 380.7341839783795 1.5775713274839733 
lit 	 805.9654139009782 1.3024708181359559 
mass 	 685.9350461611493 1.3024708181359559 
media 	 524.7611357718838 1.3024708181359559 
mda 	 811.7645012167656 1.3024708181359559 
medicine 	 745.5897302859804 1.3024708181359559 
music 	 40.935488654012275 1.9451724439696116 
mus 	 805.9654139009782 1.3024708181359559 
philosophy 	 777.7742844262332 1.3024708181359559 
phi 	 811.7645012167656 1.3024708181359559 
political 	 286.93605451688904 1.5775713274839733 
science 	 331.3569071970273 1.5775713274839733 
psi 	 805.9654139009782 1.3024708181359559 
psychology 	 800.2212950645247 1.3024708181359559 
psy 	 800.2212950645247 1.3024708181359559 
religion 	 772.2900841011628 1.3024708181359559 
rel 	 805.9654139009782 1.3024708181359559 
sci 	 783.3085694655764 1.3024708181359559 
shakespeare 	 811.7645012167656 1.3024708181359559 
sha 	 400.11064753226236 1.5775713274839733 
sociology 	 805.9654139009782 1.3024708181359559 
soc 	 805.9654139009782 1.3024708181359559 
sports 	 766.8550700916102 1.3024708181359559 
recreation 	 783.3085694655764 1.3024708181359559 
spt 	 788.8938624591603 1.3024708181359559 
urban 	 772.2900841011628 1.3024708181359559 
urb 	 811.7645012167656 1.3024708181359559 
women's 	 386.1450420505814 1.5775713274839733 
wom 	 811.7645012167656 1.3024708181359559 
home 	 270.6408202832042 1.3024708181359559 
page 	 148.7350757160325 1.5775713274839733 
topic 	 800.2212950645247 1.3024708181359559 
search 	 367.61525183512225 1.5775713274839733 
custom 	 394.4469312295802 1.5775713274839733 
popular 	 275.1681427347254 1.8065074965858805 
specific 	 653.6688703627491 1.3024708181359559 
paper 	 173.86963762096042 1.7638461213780403 
click 	 372.7948651429902 1.5775713274839733 
catalog 	 794.5311124125222 1.3024708181359559 
button 	 725.0453899705175 1.3024708181359559 
title 	 350.15363064562143 1.5775713274839733 
description 	 740.3879816089972 1.3024708181359559 
written 	 667.2874210090968 1.3024708181359559 
pgs 	 29.850570885221412 1.961101690311365 
pages 	 705.174757339785 1.3024708181359559 
footnotes 	 805.9654139009782 1.3024708181359559 
sources 	 705.174757339785 1.3024708181359559 
price 	 695.4785504838417 1.3024708181359559 
afro 	 1480.2531695817815 1.5775713274839733 
american 	 111.98263470608993 1.8361136826702797 
dancing 	 883.6486703871242 1.6970518903563119 
concert 	 2447.0438357689177 1.3024708181359559 
vernacular 	 2960.506339163563 1.3024708181359559 
influences 	 710.9440866511238 1.5775713274839733 
african 	 593.7615962786809 1.6970518903563119 
rise 	 695.402218451696 1.5775713274839733 
beatles 	 1603.1090973385553 1.5775713274839733 
influence 	 260.77034515235005 1.7638461213780403 
america 	 395.6340871703123 1.6970518903563119 
examines 	 135.2940835361276 1.8361136826702797 
humble 	 3206.2181946771107 1.3024708181359559 
beginnings 	 973.038310209565 1.5775713274839733 
liverpool 	 3206.2181946771107 1.3024708181359559 
beatlemania 	 3626.2653860964374 1.3024708181359559 
pop 	 1068.7393982257036 1.6970518903563119 
scene 	 876.546829680649 1.5775713274839733 
fashion 	 2366.1238118384567 1.3024708181359559 
attitudes 	 1489.2909081790438 1.3024708181359559 
lightnin' 	 3626.2653860964374 1.3024708181359559 
hopkins 	 2650.9460111613726 1.3024708181359559 
portrait 	 2120.411956324909 1.3024708181359559 
musician 	 1393.085501628892 1.5775713274839733 
guitarist 	 3626.2653860964374 1.3024708181359559 
blues 	 464.3618338762973 1.8361136826702797 
singer 	 1325.4730055806863 1.5775713274839733 
brief 	 1176.1763177887 1.3024708181359559 
rock 	 124.73011507793585 1.9389191382231807 
roll 	 349.5776908241311 1.8578621242162927 
united 	 835.5322533876541 1.3024708181359559 
fine 	 1841.9353647215746 1.3024708181359559 
tracing 	 2230.898819742046 1.3024708181359559 
civil 	 517.302858986354 1.5775713274839733 
war 	 1001.8409818829208 1.3024708181359559 
ragtime 	 986.8354463878543 1.6970518903563119 
country 	 986.0998371225447 1.3024708181359559 
jazz 	 215.10216471258698 1.9071490542852025 
instruments 	 2026.9966443495907 1.3024708181359559 
gospel 	 1480.2531695817815 1.5775713274839733 
soul 	 2026.9966443495907 1.3024708181359559 
sound 	 1606.9494529302638 1.3024708181359559 
reggae 	 3206.2181946771107 1.3024708181359559 
improvisional 	 3206.2181946771107 1.3024708181359559 
noting 	 1197.82147584556 1.3024708181359559 
major 	 405.8822506083828 1.5775713274839733 
contributors 	 2786.171003257784 1.3024708181359559 
record 	 1375.840713673627 1.3024708181359559 
reviews 	 646.5379697300709 1.5775713274839733 
orleans 	 2650.9460111613726 1.3024708181359559 
rhythm 	 2447.0438357689177 1.3024708181359559 
kings 	 2540.459147744236 1.3024708181359559 
vol 	 2960.506339163563 1.3024708181359559 
fingerbustin 	 3206.2181946771107 1.3024708181359559 
