term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 311.2210436458117 1.6593090736943323 
logo_asm 	 933.663130937435 1.2376521994272245 
gif 	 40.14506385222516 1.8137949435565355 
subject 	 616.1966874455054 1.2376521994272245 
index 	 151.54877823350176 1.5290736906776812 
anthropology 	 926.9932235791779 1.2376521994272245 
ant 	 933.663130937435 1.2376521994272245 
idx 	 49.14016478618079 1.9371977940733394 
html 	 9.129522074096819 1.9597619795647818 
architecture 	 894.5687726816576 1.2376521994272245 
arc 	 441.00493717314544 1.5290736906776812 
art 	 394.46924684349926 1.5290736906776812 
black 	 805.4689127392678 1.2376521994272245 
studies 	 186.67078307023587 1.7331161938803903 
blk 	 933.663130937435 1.2376521994272245 
stu 	 933.663130937435 1.2376521994272245 
business 	 316.7037192104972 1.5290736906776812 
bus 	 888.2610373242748 1.2376521994272245 
ecology 	 926.9932235791779 1.2376521994272245 
eco 	 926.9932235791779 1.2376521994272245 
economics 	 441.00493717314544 1.5290736906776812 
ecn 	 926.9932235791779 1.2376521994272245 
education 	 757.0092470731864 1.2376521994272245 
edu 	 762.2302452684092 1.2376521994272245 
film 	 863.5858941697865 1.2376521994272245 
flm 	 933.663130937435 1.2376521994272245 
gen 	 166.7843685839771 1.7806385533238283 
healthcare 	 460.1932695214305 1.5290736906776812 
med 	 456.92094500951157 1.5290736906776812 
history 	 383.7453237981357 1.5290736906776812 
law 	 291.4999686499975 1.5290736906776812 
linguistics 	 920.386539042861 1.2376521994272245 
lin 	 913.8418900190231 1.2376521994272245 
literature 	 437.9071389982352 1.5290736906776812 
lit 	 926.9932235791779 1.2376521994272245 
mass 	 788.9384936869985 1.2376521994272245 
media 	 603.5619003844934 1.2376521994272245 
mda 	 933.663130937435 1.2376521994272245 
medicine 	 428.7756122189178 1.5290736906776812 
music 	 894.5687726816576 1.2376521994272245 
mus 	 926.9932235791779 1.2376521994272245 
philosophy 	 298.1895908938859 1.6593090736943323 
phi 	 933.663130937435 1.2376521994272245 
political 	 660.0476237566721 1.2376521994272245 
science 	 381.1151226342046 1.5290736906776812 
psi 	 926.9932235791779 1.2376521994272245 
psychology 	 920.386539042861 1.2376521994272245 
psy 	 920.386539042861 1.2376521994272245 
religion 	 888.2610373242748 1.2376521994272245 
rel 	 926.9932235791779 1.2376521994272245 
sci 	 900.9341137252586 1.2376521994272245 
shakespeare 	 933.663130937435 1.2376521994272245 
sha 	 460.1932695214305 1.5290736906776812 
sociology 	 463.49661178958894 1.5290736906776812 
soc 	 926.9932235791779 1.2376521994272245 
sports 	 882.0098743462909 1.2376521994272245 
recreation 	 900.9341137252586 1.2376521994272245 
spt 	 907.3581223333906 1.2376521994272245 
urban 	 888.2610373242748 1.2376521994272245 
urb 	 933.663130937435 1.2376521994272245 
women's 	 888.2610373242748 1.2376521994272245 
wom 	 933.663130937435 1.2376521994272245 
home 	 155.64080176352587 1.5290736906776812 
page 	 171.0698808153047 1.5290736906776812 
topic 	 920.386539042861 1.2376521994272245 
search 	 422.81820219320167 1.5290736906776812 
custom 	 453.6790611666953 1.5290736906776812 
hospital 	 60.523643565088356 1.9584033196889534 
specific 	 250.60902235579545 1.6593090736943323 
paper 	 199.97877462344786 1.7331161938803903 
click 	 428.7756122189178 1.5290736906776812 
catalog 	 913.8418900190231 1.2376521994272245 
button 	 833.9218429198855 1.2376521994272245 
title 	 402.7344563696339 1.5290736906776812 
description 	 851.5683550849357 1.2376521994272245 
written 	 767.4906475962714 1.2376521994272245 
pgs 	 29.903007212231547 1.9610346917260697 
pages 	 811.0673364122609 1.2376521994272245 
footnotes 	 926.9932235791779 1.2376521994272245 
sources 	 811.0673364122609 1.2376521994272245 
price 	 799.9150984937914 1.2376521994272245 
medical 	 664.3799946183426 1.5290736906776812 
various 	 283.8561183616452 1.6593090736943323 
types 	 1377.6923575319395 1.2376521994272245 
hospitals 	 192.5936017418148 1.8939454478800224 
includes 	 477.0322937003069 1.5290736906776812 
differences 	 1390.4817071836724 1.2376521994272245 
volunteers 	 3204.5564179384082 1.2376521994272245 
british 	 1712.9303019815072 1.2376521994272245 
levels 	 1599.654608121558 1.2376521994272245 
anxiety 	 851.2677056093248 1.7331161938803903 
male 	 2118.5296191599627 1.2376521994272245 
female 	 1848.2570440468546 1.2376521994272245 
patients 	 359.36907873089086 1.8137949435565355 
immobilized 	 4170.803587638972 1.2376521994272245 
orthopedic 	 4170.803587638972 1.2376521994272245 
ward 	 2814.5042137474184 1.2376521994272245 
apa 	 2921.9472375870173 1.2376521994272245 
format 	 2438.8236527367358 1.2376521994272245 
conclusive 	 3687.68000278869 1.2376521994272245 
results 	 1209.6024039305685 1.2376521994272245 
including 	 305.97979616513356 1.5290736906776812 
graphs 	 2565.901777822122 1.2376521994272245 
alternatives 	 1873.6052920339541 1.2376521994272245 
term 	 455.04448639885754 1.6593090736943323 
chronically 	 3204.5564179384082 1.2376521994272245 
ill 	 1119.1546241189221 1.5290736906776812 
patient 	 217.3000075429393 1.87188742757442 
depth 	 1712.9303019815072 1.2376521994272245 
discussion 	 1034.4362474187772 1.2376521994272245 
impracticality 	 4170.803587638972 1.2376521994272245 
hospitalization 	 1016.341787557468 1.6593090736943323 
suggests 	 2238.3092482378443 1.2376521994272245 
nursing 	 520.69454824296 1.7331161938803903 
homes 	 2196.053886831789 1.2376521994272245 
outpatient 	 3049.025362672404 1.2376521994272245 
services 	 491.11501781105693 1.5290736906776812 
convalescent 	 4170.803587638972 1.2376521994272245 
custodial 	 2921.9472375870173 1.2376521994272245 
care 	 172.21154469149243 1.8570182162788795 
role 	 304.6139633396744 1.6593090736943323 
