term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 735.4104144686539 1.3466470218815527 
logo_asm 	 2206.231243405962 0.8144945693411862 
gif 	 94.86215231652056 1.6095477211390408 
subject 	 1456.0630476653478 0.8144945693411862 
index 	 358.10737123468783 1.1575713497032503 
anthropology 	 2190.4703575823614 0.8144945693411862 
ant 	 2206.231243405962 0.8144945693411862 
idx 	 116.11743386347169 1.8576901283012972 
html 	 21.57291657968072 1.9074559264650965 
architecture 	 2113.851891831693 0.8144945693411862 
arc 	 1042.087706634391 1.1575713497032503 
art 	 621.4164032053977 1.3466470218815527 
black 	 1903.3103289549126 0.8144945693411862 
studies 	 588.133485828175 1.3466470218815527 
blk 	 2206.231243405962 0.8144945693411862 
stu 	 2206.231243405962 0.8144945693411862 
business 	 51.6114407104031 1.904417262134956 
bus 	 2098.946812730388 0.8144945693411862 
ecology 	 2190.4703575823614 0.8144945693411862 
eco 	 2190.4703575823614 0.8144945693411862 
economics 	 1042.087706634391 1.1575713497032503 
ecn 	 2190.4703575823614 0.8144945693411862 
education 	 1788.8009037726515 0.8144945693411862 
edu 	 1801.1380401105741 0.8144945693411862 
film 	 2040.6398388775297 0.8144945693411862 
flm 	 2206.231243405962 0.8144945693411862 
gen 	 394.10883078595447 1.5490641580767508 
healthcare 	 2174.858866289228 0.8144945693411862 
med 	 1079.6969819665217 1.1575713497032503 
history 	 604.52276259735 1.3466470218815527 
law 	 344.4049127450114 1.4664072117477749 
linguistics 	 2174.858866289228 0.8144945693411862 
lin 	 2159.3939639330433 0.8144945693411862 
literature 	 295.64790241036826 1.6557249776159815 
lit 	 2190.4703575823614 0.8144945693411862 
mass 	 1864.249209616193 0.8144945693411862 
media 	 713.1036226207035 1.1575713497032503 
mda 	 2206.231243405962 0.8144945693411862 
medicine 	 2026.38000953962 0.8144945693411862 
music 	 2113.851891831693 0.8144945693411862 
mus 	 2190.4703575823614 0.8144945693411862 
philosophy 	 2113.851891831693 0.8144945693411862 
phi 	 2206.231243405962 0.8144945693411862 
political 	 311.93642362331104 1.5490641580767508 
science 	 900.5690200552871 1.1575713497032503 
psi 	 2190.4703575823614 0.8144945693411862 
psychology 	 2174.858866289228 0.8144945693411862 
psy 	 2174.858866289228 0.8144945693411862 
religion 	 2098.946812730388 0.8144945693411862 
rel 	 2190.4703575823614 0.8144945693411862 
sci 	 2128.893092260403 0.8144945693411862 
shakespeare 	 2206.231243405962 0.8144945693411862 
sha 	 1087.429433144614 1.1575713497032503 
sociology 	 2190.4703575823614 0.8144945693411862 
soc 	 2190.4703575823614 0.8144945693411862 
sports 	 2084.175413268782 0.8144945693411862 
recreation 	 532.2232730651008 1.4664072117477749 
spt 	 2144.072923218213 0.8144945693411862 
urban 	 1049.473406365194 1.1575713497032503 
urb 	 2206.231243405962 0.8144945693411862 
women's 	 2098.946812730388 0.8144945693411862 
wom 	 2206.231243405962 0.8144945693411862 
home 	 245.18450550409096 1.3466470218815527 
page 	 404.23542855495964 1.1575713497032503 
topic 	 2174.858866289228 0.8144945693411862 
search 	 999.1127388984264 1.1575713497032503 
custom 	 1072.0364616091065 1.1575713497032503 
international 	 76.62566933371009 1.904417262134956 
specific 	 888.2777471018546 1.1575713497032503 
paper 	 378.0373507085436 1.5490641580767508 
click 	 1013.19000476981 1.1575713497032503 
catalog 	 2159.3939639330433 0.8144945693411862 
button 	 1970.5441539297726 0.8144945693411862 
title 	 951.6551644774563 1.1575713497032503 
description 	 2012.2425836798982 0.8144945693411862 
written 	 1813.5682877920501 0.8144945693411862 
pgs 	 25.77023950096896 1.9663292592649715 
pages 	 1916.5393157403068 0.8144945693411862 
footnotes 	 2190.4703575823614 0.8144945693411862 
sources 	 958.2696578701534 1.1575713497032503 
price 	 630.0622511809061 1.3466470218815527 
urbanization 	 6904.515208473196 0.8144945693411862 
impact 	 1542.4668999991795 1.1575713497032503 
health 	 2638.3451869839196 0.8144945693411862 
practices 	 591.6284457123771 1.6095477211390408 
dwellers 	 9855.543054291804 0.8144945693411862 
comprising 	 6904.515208473196 0.8144945693411862 
ibo 	 9855.543054291804 0.8144945693411862 
tribe 	 7572.316241527343 0.8144945693411862 
nigeria 	 2143.567611715038 1.3466470218815527 
includes 	 281.804945381781 1.6921349653070992 
methods 	 914.8800437658331 1.3466470218815527 
transportation 	 4253.770966694233 0.8144945693411862 
laws 	 1627.7326491069614 1.1575713497032503 
governing 	 2382.2980668053283 1.1575713497032503 
production 	 402.5536363587141 1.7215802069820514 
sale 	 5006.052055604675 0.8144945693411862 
quota 	 9855.543054291804 0.8144945693411862 
exports 	 1968.7365133309622 1.3466470218815527 
saudi 	 3215.3514175725563 1.1575713497032503 
arabia 	 3118.357087709525 1.1575713497032503 
oil 	 2048.3975502782546 1.1575713497032503 
