term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 406.7988925613322 1.724072092257027 
subject 	 3202.101007069757 0.4760900483476794 
subscribe__ 	 10823.274913836449 0.4760900483476794 
subs 	 5239.030721292592 0.7690997323225449 
magyar 	 147.92687002230264 1.8900055932963669 
siliconvalley 	 839.6286867276184 1.54919911766882 
com 	 134.48153615815403 1.604850504072315 
mailto 	 526.2337942328758 1.219380448437115 
unsubscribe 	 10823.274913836449 0.4760900483476794 
unsubs 	 5411.637456918224 0.7690997323225449 
www_page___ 	 10823.274913836449 0.4760900483476794 
http 	 1589.1845047440283 0.4760900483476794 
www 	 1575.0636291585176 0.4760900483476794 
htmlx 	 10823.274913836449 0.4760900483476794 
disclaimer_ 	 5411.637456918224 0.7690997323225449 
dissemination 	 10478.061442585184 0.4760900483476794 
information 	 3008.595053378048 0.4760900483476794 
public 	 1302.3039870483371 0.9676036679752903 
benefit 	 7159.256411736994 0.4760900483476794 
responsibility 	 6554.186517087006 0.4760900483476794 
content 	 7504.469882988258 0.4760900483476794 
assumed 	 9235.915554003803 0.4760900483476794 
eeeeeee 	 2101.099231591856 1.1109744056455098 
zzzzzzz 	 4202.198463183712 0.7690997323225449 
tttttttnn 	 8404.396926367424 0.4760900483476794 
eeee 	 4202.198463183712 0.7690997323225449 
vitacikk 	 10823.274913836449 0.4760900483476794 
level 	 5375.506582712785 0.4760900483476794 
szerkesztosegnek 	 5411.637456918224 0.7690997323225449 
alairassal 	 10823.274913836449 0.4760900483476794 
signed 	 3943.0428353504526 0.7690997323225449 
alairas 	 10015.04897097638 0.4760900483476794 
nelkul 	 2101.099231591856 1.1109744056455098 
noname 	 5411.637456918224 0.7690997323225449 
editor 	 4560.460884354196 0.7690997323225449 
keresztszulo 	 21673.817208649005 0.4760900483476794 
akcio 	 14625.73064877066 0.4760900483476794 
nagycsaladosoknakamerikai 	 21673.817208649005 0.4760900483476794 
ujsag 	 12383.570635923317 0.4760900483476794 
aprilisi 	 17694.643499093112 0.4760900483476794 
szam 	 11631.500856696515 0.4760900483476794 
cime 	 14625.73064877066 0.4760900483476794 
box 	 9354.680292268677 0.4760900483476794 
baltimore 	 17694.643499093112 0.4760900483476794 
motto 	 21673.817208649005 0.4760900483476794 
minden 	 542.3985234151096 1.648271411910204 
felelos 	 6336.742661558434 0.7690997323225449 
magyarert 	 10836.908604324502 0.7690997323225449 
szabo 	 4398.173264967174 0.7690997323225449 
dezso 	 8326.32951633638 0.7690997323225449 
tisztelt 	 13333.854001824571 0.4760900483476794 
honfitarsaim 	 19163.238120660884 0.4760900483476794 
evtizedek 	 6857.734894768609 0.7690997323225449 
ota 	 3118.2267640895584 0.9676036679752903 
fogyunk 	 21673.817208649005 0.4760900483476794 
testben 	 19163.238120660884 0.4760900483476794 
lelekben 	 9581.619060330442 0.7690997323225449 
sorvadunk 	 21673.817208649005 0.4760900483476794 
trianonban 	 6387.746040220294 0.9676036679752903 
razsugoritott 	 21673.817208649005 0.4760900483476794 
orszagban 	 4936.495773967598 0.7690997323225449 
egyre 	 4677.340146134338 0.7690997323225449 
tobb 	 1355.996308537774 1.304222229426557 
idegen 	 6057.575780391268 0.7690997323225449 
nyelvu 	 15844.433089812694 0.4760900483476794 
szivu 	 19163.238120660884 0.4760900483476794 
bevandorolt 	 21673.817208649005 0.4760900483476794 
esbetolakodott 	 21673.817208649005 0.4760900483476794 
mikozben 	 10317.057158553624 0.4760900483476794 
magyarsag 	 1217.0370099976653 1.4284584323540763 
megmaradasanak 	 19163.238120660884 0.4760900483476794 
eselyei 	 14625.73064877066 0.4760900483476794 
csokkennek 	 16652.65903267276 0.4760900483476794 
statisztikai 	 15184.064411104988 0.4760900483476794 
mutatoi 	 19163.238120660884 0.4760900483476794 
rohamosan 	 15844.433089812694 0.4760900483476794 
romlanak 	 19163.238120660884 0.4760900483476794 
nehany 	 8901.339388489268 0.4760900483476794 
evtized 	 15844.433089812694 0.4760900483476794 
alatt 	 1187.5279751211895 1.3724298119123353 
millioabortusz 	 21673.817208649005 0.4760900483476794 
magzatmeszarlas 	 21673.817208649005 0.4760900483476794 
meg 	 325.4391140490658 1.7729939431751554 
legnagyobb 	 9009.466821017411 0.4760900483476794 
haborut 	 4571.8232631790725 0.9676036679752903 
soha 	 3338.3496569921267 0.9676036679752903 
nem 	 153.5090160608801 1.886091263305872 
latottnepeket 	 21673.817208649005 0.4760900483476794 
pusztulasba 	 17694.643499093112 0.4760900483476794 
sodorna 	 21673.817208649005 0.4760900483476794 
legutobbi 	 13333.854001824571 0.4760900483476794 
nepesseg 	 15844.433089812694 0.4760900483476794 
felmeres 	 15184.064411104988 0.4760900483476794 
szerint 	 2711.992617075548 0.9676036679752903 
tavaly 	 9604.572472794414 0.4760900483476794 
ismet 	 9009.466821017411 0.4760900483476794 
eltunt 	 15184.064411104988 0.4760900483476794 
hazank 	 3734.9635671830315 0.9676036679752903 
terkeperol 	 21673.817208649005 0.4760900483476794 
egy 	 338.9990771344435 1.7646484040939965 
varosnyi 	 21673.817208649005 0.4760900483476794 
ember 	 4617.957777001901 0.7690997323225449 
bevandorlast 	 21673.817208649005 0.4760900483476794 
esbetelepulest 	 21673.817208649005 0.4760900483476794 
nyilvantartva 	 21673.817208649005 0.4760900483476794 
mert 	 1016.9972314033306 1.4284584323540763 
gyorsabban 	 19163.238120660884 0.4760900483476794 
tobben 	 12383.570635923317 0.4760900483476794 
halnak 	 19163.238120660884 0.4760900483476794 
mintamennyien 	 21673.817208649005 0.4760900483476794 
szuletnek 	 15844.433089812694 0.4760900483476794 
akik 	 1174.7513118637146 1.3724298119123353 
megis 	 4936.495773967598 0.7690997323225449 
vallaljak 	 16652.65903267276 0.4760900483476794 
szulest 	 19163.238120660884 0.4760900483476794 
gyermeknevelest 	 21673.817208649005 0.4760900483476794 
rettenetesenelszegenyitett 	 21673.817208649005 0.4760900483476794 
koldussa 	 21673.817208649005 0.4760900483476794 
tett 	 2865.0241763505405 0.9676036679752903 
azok 	 4297.536264525811 0.7690997323225449 
mindenfele 	 12673.485323116867 0.4760900483476794 
tamogatas 	 12673.485323116867 0.4760900483476794 
nelkultengodenek 	 21673.817208649005 0.4760900483476794 
nelkuloznek 	 21673.817208649005 0.4760900483476794 
kulfoldre 	 6666.927000912286 0.7690997323225449 
uldozottek 	 21673.817208649005 0.4760900483476794 
gyermekei 	 17694.643499093112 0.4760900483476794 
mar 	 885.2758171774514 1.4753027000162744 
nemmagyarorszag 	 21673.817208649005 0.4760900483476794 
nepesseget 	 21673.817208649005 0.4760900483476794 
szaporitjak 	 21673.817208649005 0.4760900483476794 
nemzetpusztulas 	 21673.817208649005 0.4760900483476794 
megallitasabannem 	 21673.817208649005 0.4760900483476794 
jatszanak 	 16652.65903267276 0.4760900483476794 
letfenntarto 	 21673.817208649005 0.4760900483476794 
szerepet 	 11411.918476477389 0.4760900483476794 
felelosseggel 	 17694.643499093112 0.4760900483476794 
tartoznaknemzettestvereikert 	 21673.817208649005 0.4760900483476794 
hazajuk 	 21673.817208649005 0.4760900483476794 
megtartasanak 	 21673.817208649005 0.4760900483476794 
erdekeben 	 3290.997182645065 0.9676036679752903 
jelenletukkel 	 19163.238120660884 0.4760900483476794 
nemsithetnek 	 21673.817208649005 0.4760900483476794 
mas 	 1699.6960276240068 1.219380448437115 
modon 	 3003.1556070058036 0.9676036679752903 
kell 	 625.8444500943573 1.604850504072315 
segiteniok 	 21673.817208649005 0.4760900483476794 
szakadtak 	 21673.817208649005 0.4760900483476794 
felelosek 	 19163.238120660884 0.4760900483476794 
vagyunk 	 4936.495773967598 0.7690997323225449 
magyarorszagert 	 15184.064411104988 0.4760900483476794 
ottelokert 	 21673.817208649005 0.4760900483476794 
megmaradasukert 	 21673.817208649005 0.4760900483476794 
ezert 	 2101.099231591856 1.1109744056455098 
letrehoztuk 	 21673.817208649005 0.4760900483476794 
lelki 	 6857.734894768609 0.7690997323225449 
keresztszuloseg 	 21673.817208649005 0.4760900483476794 
mozgalmat 	 15844.433089812694 0.4760900483476794 
amely 	 1644.6518366092002 1.219380448437115 
arra 	 2741.086394348667 0.9676036679752903 
hivatott 	 16652.65903267276 0.4760900483476794 
hogy 	 137.89792968180754 1.8970790878297807 
magyarorszagi 	 3040.3072562361313 0.9676036679752903 
nagycsaladosokatrendszeresen 	 21673.817208649005 0.4760900483476794 
tamogassa 	 21673.817208649005 0.4760900483476794 
alapitvanyunkon 	 21673.817208649005 0.4760900483476794 
keresztul 	 11204.890701549095 0.4760900483476794 
befizetett 	 15844.433089812694 0.4760900483476794 
illetvekozvetlenul 	 21673.817208649005 0.4760900483476794 
hazai 	 4297.536264525811 0.7690997323225449 
csaladoknak 	 21673.817208649005 0.4760900483476794 
juttatott 	 16652.65903267276 0.4760900483476794 
osszegek 	 15844.433089812694 0.4760900483476794 
azadobol 	 21673.817208649005 0.4760900483476794 
levonhatok 	 21673.817208649005 0.4760900483476794 
adomanyokat 	 21673.817208649005 0.4760900483476794 
gyujtunk 	 21673.817208649005 0.4760900483476794 
kapcsolatokat 	 14625.73064877066 0.4760900483476794 
szeretnenk 	 9581.619060330442 0.7690997323225449 
letrehozni 	 16652.65903267276 0.4760900483476794 
epiteni 	 16652.65903267276 0.4760900483476794 
kulfoldreszakadt 	 21673.817208649005 0.4760900483476794 
magyarnak 	 15184.064411104988 0.4760900483476794 
megmaradt 	 15184.064411104988 0.4760900483476794 
magyarok 	 2369.3679281094987 1.1109744056455098 
kozott 	 1644.6518366092002 1.219380448437115 
azt 	 1341.7917316011533 1.304222229426557 
mindenki 	 5158.528579276812 0.7690997323225449 
aki 	 1341.7917316011533 1.304222229426557 
felelosseget 	 13715.469789537217 0.4760900483476794 
erez 	 17694.643499093112 0.4760900483476794 
nemzete 	 17694.643499093112 0.4760900483476794 
sorsa 	 6494.320265286653 0.7690997323225449 
irant 	 6494.320265286653 0.7690997323225449 
segiteni 	 4571.8232631790725 0.9676036679752903 
szeretne 	 11865.259380256799 0.4760900483476794 
magyarorszagmegmaradasaban 	 21673.817208649005 0.4760900483476794 
felvallalna 	 19163.238120660884 0.4760900483476794 
negy 	 1895.494342487599 1.219380448437115 
vagy 	 739.6343501115131 1.54919911766882 
annal 	 12673.485323116867 0.4760900483476794 
tobbgyermeket 	 21673.817208649005 0.4760900483476794 
keservesen 	 21673.817208649005 0.4760900483476794 
nevelo 	 16652.65903267276 0.4760900483476794 
csalad 	 12383.570635923317 0.4760900483476794 
gyermekeinek 	 21673.817208649005 0.4760900483476794 
keresztszuloseget 	 21673.817208649005 0.4760900483476794 
jelenti 	 3290.997182645065 0.9676036679752903 
altala 	 12115.151560782537 0.4760900483476794 
felajanlott 	 9581.619060330442 0.7690997323225449 
rendszeresen 	 12988.640530573306 0.4760900483476794 
kuldendo 	 19163.238120660884 0.4760900483476794 
havi 	 5705.9592382386945 0.7690997323225449 
osszeggel 	 19163.238120660884 0.4760900483476794 
akarhanydollarral 	 21673.817208649005 0.4760900483476794 
vallalja 	 14142.079944684638 0.4760900483476794 
tamogatasukat 	 17694.643499093112 0.4760900483476794 
idonkent 	 13715.469789537217 0.4760900483476794 
esetleg 	 5932.6296901283995 0.7690997323225449 
ajandekcsomag 	 21673.817208649005 0.4760900483476794 
kuldeset 	 21673.817208649005 0.4760900483476794 
otthonletekor 	 21673.817208649005 0.4760900483476794 
meglatogatasukat 	 21673.817208649005 0.4760900483476794 
levelezest 	 21673.817208649005 0.4760900483476794 
netan 	 12673.485323116867 0.4760900483476794 
gyermekeknyaraltatasat 	 21673.817208649005 0.4760900483476794 
iskolaztatasuk 	 21673.817208649005 0.4760900483476794 
segiteset 	 21673.817208649005 0.4760900483476794 
stb 	 11204.890701549095 0.4760900483476794 
gyermekrol 	 21673.817208649005 0.4760900483476794 
beszelunk 	 19163.238120660884 0.4760900483476794 
ennel 	 12988.640530573306 0.4760900483476794 
kevesebb 	 11204.890701549095 0.4760900483476794 
akkor 	 1416.413356353339 1.304222229426557 
semtudna 	 21673.817208649005 0.4760900483476794 
potolni 	 21673.817208649005 0.4760900483476794 
veszesen 	 19163.238120660884 0.4760900483476794 
fogyatkozo 	 21673.817208649005 0.4760900483476794 
nepunket 	 10836.908604324502 0.7690997323225449 
csaladban 	 17694.643499093112 0.4760900483476794 
ennyi 	 12673.485323116867 0.4760900483476794 
lenne 	 2770.8986086161085 0.9676036679752903 
ettol 	 14142.079944684638 0.4760900483476794 
pedig 	 2033.9944628066612 1.1109744056455098 
megelhetesi 	 15184.064411104988 0.4760900483476794 
korulmenyek 	 6191.785317961659 0.7690997323225449 
miatt 	 4202.198463183712 0.7690997323225449 
nagyon 	 8796.346529934348 0.4760900483476794 
messze 	 12988.640530573306 0.4760900483476794 
egyremesszebbre 	 21673.817208649005 0.4760900483476794 
otthonrol 	 21673.817208649005 0.4760900483476794 
megkert 	 21673.817208649005 0.4760900483476794 
szamitogepen 	 21673.817208649005 0.4760900483476794 
nyilvantartottlistainkon 	 21673.817208649005 0.4760900483476794 
sot 	 9009.466821017411 0.4760900483476794 
gyermekes 	 21673.817208649005 0.4760900483476794 
csaladok 	 12673.485323116867 0.4760900483476794 
szerepelnek 	 19163.238120660884 0.4760900483476794 
hathatostamogatasra 	 21673.817208649005 0.4760900483476794 
varnak 	 7592.032205552494 0.7690997323225449 
gyermekeiket 	 17694.643499093112 0.4760900483476794 
tisztesseggel 	 21673.817208649005 0.4760900483476794 
becsulettelfelnevelhessek 	 21673.817208649005 0.4760900483476794 
alapitvanyunk 	 21673.817208649005 0.4760900483476794 
mozgalmunk 	 21673.817208649005 0.4760900483476794 
kimondta 	 16652.65903267276 0.4760900483476794 
szabad 	 4156.347912924163 0.7690997323225449 
demokratikus 	 5081.453117564372 0.7690997323225449 
orszagokban 	 6857.734894768609 0.7690997323225449 
kimondhato 	 21673.817208649005 0.4760900483476794 
ilyen 	 1699.6960276240068 1.219380448437115 
mindenkimegszabhatja 	 21673.817208649005 0.4760900483476794 
kit 	 5815.750428348258 0.7690997323225449 
tamogat 	 17694.643499093112 0.4760900483476794 
kizarolag 	 4224.495107705622 0.9676036679752903 
csaladokatsegit 	 21673.817208649005 0.4760900483476794 
ciganyt 	 21673.817208649005 0.4760900483476794 
szerbet 	 21673.817208649005 0.4760900483476794 
zsidot 	 17694.643499093112 0.4760900483476794 
hottentottat 	 21673.817208649005 0.4760900483476794 
akarmit 	 17694.643499093112 0.4760900483476794 
csak 	 813.5977851226644 1.5150498277133753 
magyart 	 7071.039972342319 0.7690997323225449 
garancia 	 16652.65903267276 0.4760900483476794 
erre 	 4398.173264967174 0.7690997323225449 
otthoni 	 14625.73064877066 0.4760900483476794 
kapcsolatunk 	 19163.238120660884 0.4760900483476794 
tobbek 	 5602.4453507745475 0.7690997323225449 
abalczo 	 21673.817208649005 0.4760900483476794 
andras 	 5007.52448548819 0.7690997323225449 
tizszeres 	 19163.238120660884 0.4760900483476794 
vilag 	 4936.495773967598 0.7690997323225449 
