term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 587.1673922442501 1.4415762577249838 
logo_asm 	 1761.5021767327505 0.9250220069289652 
gif 	 75.73996982162996 1.6754837316060776 
subject 	 1162.5518565148345 0.9250220069289652 
index 	 285.92057873322074 1.2649778425430214 
anthropology 	 1748.9183486465122 0.9250220069289652 
ant 	 1761.5021767327505 0.9250220069289652 
idx 	 92.71064088067108 1.884723307120953 
html 	 17.224277657729292 1.9254151470591911 
architecture 	 1687.744528086628 0.9250220069289652 
arc 	 832.0250966753031 1.2649778425430214 
art 	 496.15213734978624 1.4415762577249838 
black 	 1519.6436445511295 0.9250220069289652 
studies 	 352.18375859018676 1.5497536627173643 
blk 	 1761.5021767327505 0.9250220069289652 
stu 	 1761.5021767327505 0.9250220069289652 
business 	 597.5113210355865 1.2649778425430214 
bus 	 1675.8439943779358 0.9250220069289652 
ecology 	 1748.9183486465122 0.9250220069289652 
eco 	 1748.9183486465122 0.9250220069289652 
economics 	 1664.0501933506062 0.9250220069289652 
ecn 	 1748.9183486465122 0.9250220069289652 
education 	 1428.216872168207 0.9250220069289652 
edu 	 1438.0671054920492 0.9250220069289652 
film 	 1629.2904603059815 0.9250220069289652 
flm 	 1761.5021767327505 0.9250220069289652 
gen 	 314.6649134690529 1.6228205642284441 
healthcare 	 1736.4538003462872 0.9250220069289652 
med 	 862.0531458931245 1.2649778425430214 
history 	 103.427977207327 1.8467085824606992 
law 	 366.64032403132154 1.4415762577249838 
linguistics 	 1736.4538003462872 0.9250220069289652 
lin 	 1724.106291786249 0.9250220069289652 
literature 	 1652.3612274969278 0.9250220069289652 
lit 	 1748.9183486465122 0.9250220069289652 
mass 	 1488.4564120493587 0.9250220069289652 
media 	 1138.7143457756224 0.9250220069289652 
mda 	 1761.5021767327505 0.9250220069289652 
medicine 	 1617.905107798786 0.9250220069289652 
music 	 1687.744528086628 0.9250220069289652 
mus 	 1748.9183486465122 0.9250220069289652 
philosophy 	 843.872264043314 1.2649778425430214 
phi 	 1761.5021767327505 0.9250220069289652 
political 	 77.83022105810831 1.864572517732451 
science 	 479.355701830683 1.4415762577249838 
psi 	 1748.9183486465122 0.9250220069289652 
psychology 	 868.2269001731436 1.2649778425430214 
psy 	 1736.4538003462872 0.9250220069289652 
religion 	 837.9219971889679 1.2649778425430214 
rel 	 1748.9183486465122 0.9250220069289652 
sci 	 1699.7537439723317 0.9250220069289652 
shakespeare 	 1761.5021767327505 0.9250220069289652 
sha 	 868.2269001731436 1.2649778425430214 
sociology 	 1748.9183486465122 0.9250220069289652 
soc 	 1748.9183486465122 0.9250220069289652 
sports 	 1664.0501933506062 0.9250220069289652 
recreation 	 1699.7537439723317 0.9250220069289652 
spt 	 1711.8736454353066 0.9250220069289652 
urban 	 837.9219971889679 1.2649778425430214 
urb 	 1761.5021767327505 0.9250220069289652 
women's 	 1675.8439943779358 0.9250220069289652 
wom 	 1761.5021767327505 0.9250220069289652 
home 	 587.2816479742798 0.9250220069289652 
page 	 322.7502055554171 1.2649778425430214 
topic 	 1736.4538003462872 0.9250220069289652 
search 	 797.7129639656531 1.2649778425430214 
custom 	 855.9368227176533 1.2649778425430214 
foreign 	 998.1035165364389 1.2649778425430214 
specific 	 1418.4398754571205 0.9250220069289652 
paper 	 377.2913753656154 1.5497536627173643 
click 	 808.952553899393 1.2649778425430214 
catalog 	 1724.106291786249 0.9250220069289652 
button 	 1573.3245673452648 0.9250220069289652 
title 	 759.8218222755647 1.2649778425430214 
description 	 803.308742422303 1.2649778425430214 
written 	 1447.9916809025779 0.9250220069289652 
pgs 	 23.957785597897427 1.968660257604152 
pages 	 1530.2059503330318 0.9250220069289652 
footnotes 	 1748.9183486465122 0.9250220069289652 
sources 	 1530.2059503330318 0.9250220069289652 
price 	 1509.1655014624616 0.9250220069289652 
stalin's 	 1606.0502623762727 1.5497536627173643 
anti 	 638.0659479753054 1.5497536627173643 
semitism 	 2655.0021815479595 1.2649778425430214 
russia 	 874.4540626238781 1.4415762577249838 
observes 	 340.39201977078295 1.6754837316060776 
obsession 	 5752.465354252814 0.9250220069289652 
eliminating 	 4840.976811816486 0.9250220069289652 
real 	 2623.3621878716344 0.9250220069289652 
imagined 	 5752.465354252814 0.9250220069289652 
enemies 	 5512.7125070687625 0.9250220069289652 
defining 	 4398.515820659591 0.9250220069289652 
regime 	 4398.515820659591 0.9250220069289652 
factor 	 3865.329203497354 0.9250220069289652 
personal 	 1880.528096648944 0.9250220069289652 
resulting 	 1615.8560596167017 1.2649778425430214 
semetic 	 7868.876209103656 0.9250220069289652 
policies 	 615.7692694289378 1.5497536627173643 
soviet 	 215.57140906741637 1.8467085824606992 
consequence 	 4979.5258899065275 0.9250220069289652 
short 	 2599.233070522956 0.9250220069289652 
arab 	 995.9051779813054 1.6228205642284441 
israeli 	 1062.0008726191838 1.6228205642284441 
conflict 	 458.52208618136353 1.6754837316060776 
notes 	 2320.223576797075 0.9250220069289652 
roots 	 3353.1830352056877 0.9250220069289652 
dating 	 5752.465354252814 0.9250220069289652 
declaration 	 3996.9389514997865 0.9250220069289652 
independence 	 909.0136248504929 1.5497536627173643 
israel 	 523.9604361526443 1.7712855617316063 
suez 	 6957.387666667328 0.9250220069289652 
operation 	 3120.5191539765 0.9250220069289652 
marked 	 5752.465354252814 0.9250220069289652 
participation 	 3584.479261605407 0.9250220069289652 
france 	 860.2205481678606 1.5497536627173643 
britain 	 666.156491916631 1.6754837316060776 
hostilities 	 2876.232677126407 1.2649778425430214 
war 	 98.81644848305137 1.8996541604778034 
rise 	 1005.9999089812763 1.4415762577249838 
plo 	 3478.693833333664 1.2649778425430214 
afn 	 381.70157512142475 1.6228205642284441 
communism 	 1076.9475486635622 1.5497536627173643 
paradox 	 6045.899124230999 0.9250220069289652 
amidst 	 6424.201049505091 0.9250220069289652 
decay 	 6957.387666667328 0.9250220069289652 
collapse 	 4398.515820659591 0.9250220069289652 
transition 	 1309.8294231267191 1.4415762577249838 
free 	 1664.0501933506062 0.9250220069289652 
market 	 2484.813109781593 0.9250220069289652 
systems 	 2074.040398951163 0.9250220069289652 
involved 	 1231.5385388578757 1.2649778425430214 
dislocation 	 7868.876209103656 0.9250220069289652 
significant 	 2805.9321128549286 0.9250220069289652 
persons 	 3193.5935082450765 0.9250220069289652 
communist 	 701.4830282137322 1.5497536627173643 
countries 	 584.9263536511338 1.5497536627173643 
look 	 2106.511184507501 0.9250220069289652 
fondly 	 7868.876209103656 0.9250220069289652 
past 	 2263.452170794326 0.9250220069289652 
food 	 2834.212772720495 0.9250220069289652 
examination 	 670.4698381767643 1.4415762577249838 
following 	 645.6986526779991 1.4415762577249838 
world 	 121.4993107578451 1.8234157503659423 
examines 	 160.13656152115914 1.8088965395431753 
decade 	 1767.4253651539811 1.2649778425430214 
particular 	 2484.813109781593 0.9250220069289652 
attention 	 2805.9321128549286 0.9250220069289652 
growing 	 2751.1325170881814 0.9250220069289652 
disillusionment 	 4840.976811816486 0.9250220069289652 
french 	 1596.7967541225382 1.2649778425430214 
government 	 258.59808921323713 1.6754837316060776 
people 	 513.6179272629754 1.4415762577249838 
united 	 1813.0774145293153 0.9250220069289652 
administrative 	 1872.8506575784118 1.2649778425430214 
reforms 	 1902.077691468735 1.2649778425430214 
frederick 	 2420.488405908243 1.2649778425430214 
william 	 1542.725204531729 1.2649778425430214 
discusses 	 177.42075895816845 1.7917758116447677 
climax 	 6045.899124230999 0.9250220069289652 
revolutionary 	 3865.329203497354 0.9250220069289652 
social 	 168.7744528086628 1.7917758116447677 
economic 	 245.78992286323643 1.7463224887904087 
initiated 	 4398.515820659591 0.9250220069289652 
clement 	 7868.876209103656 0.9250220069289652 
attlee 	 7868.876209103656 0.9250220069289652 
parliamentary 	 3534.8507303079623 0.9250220069289652 
labor 	 1417.1063863602476 1.2649778425430214 
party 	 1199.9724772428435 1.2649778425430214 
report 	 1037.0201994755814 1.2649778425430214 
policy 	 2090.1755707093985 0.9250220069289652 
purge 	 2141.4003498350303 1.4415762577249838 
reasoning 	 5134.410581794671 0.9250220069289652 
power 	 270.6347957740858 1.7152425978375443 
indonesia 	 5310.004363095919 0.9250220069289652 
stability 	 2153.8950973271244 1.2649778425430214 
military 	 793.1856497302975 1.4415762577249838 
role 	 287.35104863104146 1.6754837316060776 
civilian 	 5512.7125070687625 0.9250220069289652 
rule 	 687.7831292720454 1.5497536627173643 
president 	 1113.4610219967606 1.2649778425430214 
suharto 	 7868.876209103656 0.9250220069289652 
congo 	 6957.387666667328 0.9250220069289652 
struggle 	 1698.1508261089605 1.2649778425430214 
relations 	 584.9263536511338 1.5497536627173643 
prominent 	 3929.4882693801574 0.9250220069289652 
leaders 	 2724.565956965643 0.9250220069289652 
mobutu 	 7868.876209103656 0.9250220069289652 
ira's 	 6957.387666667328 0.9250220069289652 
response 	 1431.5575175278425 1.2649778425430214 
oppression 	 5134.410581794671 0.9250220069289652 
historical 	 365.2298899672345 1.6754837316060776 
review 	 221.77594869771056 1.7463224887904087 
resistance 	 4979.5258899065275 0.9250220069289652 
movement 	 547.8448349508518 1.5497536627173643 
motivations 	 4715.643925373798 0.9250220069289652 
ira 	 6045.899124230999 0.9250220069289652 
tactics 	 1964.7441346900787 1.2649778425430214 
iranian 	 3212.1005247525454 1.2649778425430214 
politics 	 694.5617199399447 1.5497536627173643 
international 	 443.5518973954211 1.5497536627173643 
situation 	 638.0659479753054 1.5497536627173643 
cold 	 1309.8294231267191 1.4415762577249838 
irans 	 7868.876209103656 0.9250220069289652 
days 	 2778.246879759779 0.9250220069289652 
bismark 	 2141.4003498350303 1.4415762577249838 
forester 	 3934.438104551828 1.2649778425430214 
critical 	 2575.538735786934 0.9250220069289652 
sinking 	 5752.465354252814 0.9250220069289652 
summary 	 2698.525502071167 0.9250220069289652 
discussion 	 975.8132463096786 1.2649778425430214 
yalta 	 7868.876209103656 0.9250220069289652 
clemens 	 7868.876209103656 0.9250220069289652 
russian 	 674.6313755177918 1.5497536627173643 
conference 	 1476.9203305305132 1.2649778425430214 
western 	 2320.223576797075 0.9250220069289652 
strategy 	 3051.2926444431705 0.9250220069289652 
wars 	 861.5580389308498 1.6228205642284441 
detail 	 3996.9389514997865 0.9250220069289652 
lenin 	 2567.2052908973355 1.2649778425430214 
stalin 	 1327.5010907739797 1.5497536627173643 
von 	 5512.7125070687625 0.9250220069289652 
laue 	 7868.876209103656 0.9250220069289652 
analysis 	 231.12930111411228 1.7152425978375443 
book 	 1061.5261415547611 1.2649778425430214 
european 	 828.2710365938643 1.4415762577249838 
major 	 1761.5021767327505 0.9250220069289652 
themes 	 3689.7354221961073 0.9250220069289652 
century 	 874.4540626238781 1.4415762577249838 
relation 	 2647.9423427826155 0.9250220069289652 
conditions 	 2484.813109781593 0.9250220069289652 
implications 	 2953.8406610610264 0.9250220069289652 
future 	 998.1035165364389 1.2649778425430214 
moses 	 5310.004363095919 0.9250220069289652 
religious 	 1560.25957698825 1.2649778425430214 
influences 	 3085.450409063458 0.9250220069289652 
jews 	 4307.790194654249 0.9250220069289652 
attempt 	 2724.565956965643 0.9250220069289652 
establish 	 3745.7013151568235 0.9250220069289652 
independent 	 2484.813109781593 0.9250220069289652 
modern 	 441.80612230803445 1.6228205642284441 
europe 	 2698.525502071167 0.9250220069289652 
dawson 	 6424.201049505091 0.9250220069289652 
calcutta 	 3478.693833333664 1.2649778425430214 
desperate 	 6957.387666667328 0.9250220069289652 
city 	 2191.379339803407 0.9250220069289652 
portrait 	 4601.223964632435 0.9250220069289652 
day 	 913.1468030883349 1.2649778425430214 
india 	 1017.0093368675497 1.5497536627173643 
depicted 	 4715.643925373798 0.9250220069289652 
ultimate 	 1248.5671050522744 1.4415762577249838 
plight 	 4601.223964632435 0.9250220069289652 
city's 	 5512.7125070687625 0.9250220069289652 
population 	 1362.2829784828216 1.2649778425430214 
comparable 	 4979.5258899065275 0.9250220069289652 
york 	 2173.9618666271303 0.9250220069289652 
completely 	 4495.967804041735 0.9250220069289652 
indigent 	 6045.899124230999 0.9250220069289652 
virtually 	 4601.223964632435 0.9250220069289652 
technical 	 3353.1830352056877 0.9250220069289652 
advances 	 4495.967804041735 0.9250220069289652 
egypt 	 5310.004363095919 0.9250220069289652 
looks 	 1141.052482904374 1.2649778425430214 
various 	 803.308742422303 1.2649778425430214 
roles 	 3156.548805033871 0.9250220069289652 
plays 	 4307.790194654249 0.9250220069289652 
egyptian 	 5512.7125070687625 0.9250220069289652 
life 	 814.6452301529907 1.2649778425430214 
perspective 	 1446.333420250571 1.2649778425430214 
structure 	 1150.5130777791296 1.2649778425430214 
stabilization 	 5752.465354252814 0.9250220069289652 
saudi 	 5134.410581794671 0.9250220069289652 
arabia 	 4979.5258899065275 0.9250220069289652 
formation 	 1767.4253651539811 1.2649778425430214 
distribution 	 3156.548805033871 0.9250220069289652 
royal 	 4979.5258899065275 0.9250220069289652 
family 	 2245.060262597543 0.9250220069289652 
palestinian 	 6424.201049505091 0.9250220069289652 
nationalists 	 5752.465354252814 0.9250220069289652 
detailed 	 2778.246879759779 0.9250220069289652 
events 	 484.13080877975796 1.6228205642284441 
leading 	 1013.3949034094447 1.2649778425430214 
current 	 617.7104241239023 1.4415762577249838 
middle 	 308.54504090634583 1.7917758116447677 
east 	 288.8036745025507 1.7712855617316063 
summit 	 4495.967804041735 0.9250220069289652 
involvement 	 1040.1730513255 1.4415762577249838 
lebanon 	 1837.5708356895875 1.4415762577249838 
impact 	 2463.0770777157513 0.9250220069289652 
colonial 	 2199.2579103297953 1.2649778425430214 
africa's 	 5752.465354252814 0.9250220069289652 
customary 	 6424.201049505091 0.9250220069289652 
laws 	 2599.233070522956 0.9250220069289652 
europe's 	 5134.410581794671 0.9250220069289652 
affect 	 2953.8406610610264 0.9250220069289652 
africa 	 3584.479261605407 0.9250220069289652 
contemporary 	 1375.5662585440907 1.2649778425430214 
african 	 3865.329203497354 0.9250220069289652 
sino 	 5752.465354252814 0.9250220069289652 
ideological 	 2199.2579103297953 1.2649778425430214 
differences 	 2623.3621878716344 0.9250220069289652 
created 	 2441.69449276936 0.9250220069289652 
discrepancies 	 6424.201049505091 0.9250220069289652 
china 	 3193.5935082450765 0.9250220069289652 
reasons 	 2892.666840501142 0.9250220069289652 
view 	 718.9240264553536 1.4415762577249838 
indonesian 	 6045.899124230999 0.9250220069289652 
